in_640,in_488,major_length,minor_length,length_ratio,eccentricity,solidity,mean_intensity,max_intensity
True,False,5.567630617848098,4.36190103753227,1.2764229534729967,0.6214682209286688,0.8571428571428571,1411.4444444444443,1554.0
True,False,6.682130662464471,3.6981075722383085,1.8069054276728367,0.832894101807593,0.9047619047619048,2728.4210526315787,2884.0
False,True,3.098386676965933,1.7888543819998317,1.7320507978864188,0.816496580927726,1.0,35246.6,35789.0
False,True,3.9999999999999996,1.632993161855452,2.449489727783178,0.9128709291752768,1.0,36518.333333333336,36971.0
False,True,9.875717581237472,8.895630840156135,1.1101761918396302,0.4343215020629627,0.9324324324324325,31025.739130434784,44983.0
False,True,5.63479166871221,3.7331786523298702,1.509381730258671,0.7490416378354525,0.9411764705882353,10134.8125,10956.0
False,True,6.635317237498872,5.106277908033803,1.299443027584725,0.6385739346309321,1.0,12933.0,17470.0
False,True,12.282685022027913,5.265704952772342,2.3325813179554213,0.9034423506557411,0.9259259259259259,17524.78,27935.0
False,True,14.911860303109927,8.282432762624508,1.8004203248588166,0.8315660642967114,0.9603960396039604,33730.69072164949,65535.0
True,True,5.167837547861539,3.1707705147841962,1.6298365042400107,0.789649289343658,0.8461538461538461,2298.7272727272725,2472.0
True,True,15.786955687828163,7.8228964663285465,2.018044816980286,0.8685913183114164,0.8411214953271028,2151.322222222222,3168.0
True,True,19.705872420809694,9.738128220154694,2.023579065203648,0.869363063883458,0.8658536585365854,3443.830985915493,4434.0
True,True,9.93423169860305,8.838605910555591,1.1239591161655262,0.4565220929672829,0.9583333333333334,2208.942028985507,3191.0
True,True,10.197346739728644,8.129421397049773,1.2543754627956154,0.6037027909546826,0.9701492537313433,2664.230769230769,3797.0
True,True,12.007873681923204,9.129750454119652,1.3152466465665968,0.6495561022992892,0.9347826086956522,2603.0116279069766,4130.0
True,True,14.43854789050953,8.527765197160816,1.6931221181354048,0.8069462716477651,0.9320388349514563,2657.625,3747.0
True,True,10.839688621930861,10.637572124457696,1.0190002460071184,0.19220891171351023,0.9473684210526315,2633.6666666666665,3786.0
True,True,9.857059007544308,9.457589883896183,1.042237939911725,0.28179784066809205,0.948051948051948,2545.4931506849316,3142.0
True,True,9.615941694680156,7.9170630712664645,1.2145844482954313,0.5675675143469308,0.921875,2507.9661016949153,3560.0
